title;artist;top genre;year;bpm;energy;danceability;valence;duration;acousticness;speechiness
Mad Love;Mabel;pop;2019;198;80;62;61;170;66;20
Milkshake;Kelis;dance pop;2003;113;77;88;76;183;1;4
Move Your Feet;Junior Senior;danish pop;2002;119;90;75;85;182;5;8
My Chick Bad;Ludacris;atl hip hop;2010;85;72;62;76;217;17;38
Never Say Never;The Fray;neo mellow;2009;160;49;23;26;257;57;3
New Shoes;Paolo Nutini;british soul;2007;150;74;75;85;204;47;9
No Money;Galantis;dance pop;2016;126;92;67;80;189;3;4
Post Malone (feat. RANI);Sam Feldt;edm;2019;107;64;59;65;174;8;12
Prayer in C - Robin Schulz Radio Edit;Lilly Wood and The Prick;french indie pop;2014;123;89;76;78;189;2;3
Purple Pills;D12;detroit hip hop;2001;125;63;78;75;305;2;16
Put On;Jeezy;atl hip hop;2008;138;77;65;27;321;0;4
Rock The Boat;Aaliyah;contemporary r&b;2001;93;73;64;42;275;7;3
Rolex;Ayo & Teo;trap;2017;145;89;80;79;239;8;4
Rumour Has It;Adele;british soul;2011;120;75;61;57;223;62;4
Shake It;Metro Station;electropowerpop;2007;150;96;62;79;180;0;8
Shape of You;Ed Sheeran;pop;2017;96;65;83;93;234;58;8
Sing;Travis;britpop;2001;163;91;33;26;229;0;5
Snap Yo Fingers;Lil Jon;atl hip hop;2006;82;76;84;63;274;1;23
Stereo Love - Edit;Edward Maya;romanian house;2009;127;79;80;55;184;4;3
Summer Love;Justin Timberlake;dance pop;2006;96;59;61;48;253;8;9
Talking Body;Tove Lo;metropopolis;2014;120;76;74;11;238;10;3
The London (feat. J. Cole & Travis Scott);Young Thug;atl hip hop;2019;98;59;80;18;200;2;15
There for You;Martin Garrix;dutch edm;2017;106;64;61;13;222;12;6
Thinking About You (feat. Ayah Marar);Calvin Harris;dance pop;2012;128;87;73;75;248;0;4
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);David Guetta;big room;2016;110;92;37;37;207;0;5
Try Again;Aaliyah;contemporary r&b;2001;93;66;79;68;285;8;25
T-Shirt;Migos;atl hip hop;2017;139;69;87;49;242;24;22
Unwell;Matchbox Twenty;neo mellow;2002;81;79;26;43;229;3;4
Uptown Girl - Radio Edit;Westlife;boy band;2000;129;92;65;86;186;1;3
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;Sean Paul;dance pop;2006;96;76;71;72;244;7;23
2U (feat. Justin Bieber);David Guetta;big room;2017;145;65;55;56;195;22;6
Adorn;Miguel;r&b;2012;179;58;63;24;193;5;18
Alive;Empire of the Sun;australian dance;2013;120;88;52;40;205;11;4
All I Ever Wanted - Radio Edit;Basshunter;eurodance;2008;145;98;65;55;176;16;5
All The Right Moves;OneRepublic;piano rock;2009;146;95;53;65;238;26;5
Anaconda;Nicki Minaj;hip pop;2014;130;61;96;65;260;7;18
Beautiful;Snoop Dogg;g funk;2005;101;74;89;96;299;30;13
Better in Time;Leona Lewis;british soul;2007;164;70;58;55;234;51;5
Black Betty - Edit;Spiderbait;australian alternative rock;2004;124;87;56;35;206;0;9
Blah Blah Blah (feat. 3OH!3);Kesha;dance pop;2010;120;84;75;52;172;8;12
Blame It;Jamie Foxx;contemporary r&b;2008;176;61;67;36;290;8;10
Bonfire Heart;James Blunt;neo mellow;2013;118;82;57;45;238;18;5
Breathe;Faith Hill;contemporary country;1999;137;50;53;28;251;17;3
Burn;Ellie Goulding;indietronica;2014;87;78;56;33;231;31;4
Crush;David Archuleta;idol;2008;162;66;57;49;214;1;3
Dance Wiv Me - Radio Edit;Dizzee Rascal;grime;2011;112;75;88;79;204;5;5
Dancing in the Moonlight;Toploader;british alternative rock;2009;119;85;64;87;233;5;4
Daughters;John Mayer;neo mellow;2003;125;41;67;50;238;84;3
Don't Stop the Party (feat. TJR);Pitbull;dance pop;2012;127;96;72;95;206;1;9
Easy Love;Sigala;dance pop;2018;124;94;68;65;230;18;6
Everyday;Logic;conscious hip hop;2018;150;74;67;42;205;4;4
Everytime;Britney Spears;dance pop;2003;110;28;40;11;230;97;3
Fall for You;Secondhand Serenade;neon pop punk;2008;170;45;40;36;184;18;4
Five More Hours;Deorro;dutch house;2015;128;88;70;50;212;3;22
gone girl;iann dior;melodic rap;2019;95;71;68;36;137;16;3
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);Megan Thee Stallion;houston rap;2019;99;81;87;57;199;0;16
Hotter Than Hell;Dua Lipa;dance pop;2017;110;87;53;53;188;1;9
I Don't Mind (feat. Juicy J);Usher;atl hip hop;2014;113;46;87;46;252;21;18
I Hope You Dance;Lee Ann Womack;contemporary country;2000;151;44;39;28;295;6;3
I Wanna Go;Britney Spears;dance pop;2011;130;55;70;79;210;0;4
I Wanna Know;Joe;contemporary r&b;2000;136;49;73;60;297;26;4
If I Were a Boy;Beyoncé;pop;2008;90;52;63;43;249;11;3
I'm N Luv (Wit a Stripper) (feat. Mike Jones);T-Pain;dance pop;2005;145;37;74;47;239;1;8
I'm Real (feat. Ja Rule) - Murder Remix;Jennifer Lopez;dance pop;2001;83;59;71;55;262;27;15
In My Head;Jason Derulo;dance pop;2010;110;75;76;85;199;3;3
Independent Women Pt. 1;Destiny's Child;dance pop;2001;98;60;73;93;221;36;21
Jealous - Remix;Nick Jonas;dance pop;2015;93;71;68;45;222;1;8
Just You and I;Tom Walker;indie anthem-folk;2019;92;70;57;54;175;46;30
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";Christina Aguilera;dance pop;2001;110;80;76;65;265;1;5
Lean Back;Terror Squad;bronx hip hop;2004;95;92;78;70;247;11;42
Let Me Think About It;Ida Corr;scandipop;2013;129;75;76;72;152;0;5
Let's Go (feat. Ne-Yo);Calvin Harris;dance pop;2012;128;88;71;88;233;1;6
Let's Love;David Guetta;big room;2020;93;87;66;35;201;1;3
Like You (feat. Ciara);Bow Wow;dance pop;2005;82;60;71;50;206;5;9
MAMACITA;Black Eyed Peas;dance pop;2020;105;64;89;43;249;19;5
Melawan Restu;Mahalini;indonesian pop;2021;120;34;63;30;220;81;3
Mountain at My Gates;Foals;alternative dance;2015;104;93;50;62;244;0;5
My Way (feat. Monty);Fetty Wap;new jersey rap;2015;128;74;75;54;213;0;5
Naughty Girl;Beyoncé;pop;2003;100;47;74;64;209;24;9
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit;Basshunter;eurodance;2008;148;98;64;35;148;2;35
One (Your Name) - Radio Edit;Swedish House Mafia;edm;2010;125;67;73;64;163;1;3
Overnight Celebrity;Twista;chicago rap;2004;134;79;83;78;233;18;18
Read All About It Pt. III;Emeli Sandé;r&b;2012;98;44;63;34;284;82;2
Red Lights;Tiësto;big room;2014;125;83;65;55;262;0;4
Reload - Radio Edit;Sebastian Ingrosso;dutch house;2013;128;72;49;43;221;7;5
Ridin' Solo;Jason Derulo;dance pop;2010;89;83;44;58;216;13;15
Save The World;Swedish House Mafia;edm;2011;127;67;51;40;213;1;5
Scream;Usher;atl hip hop;2012;128;86;62;57;235;0;10
Sexbomb;Tom Jones;adult standards;1999;123;88;80;93;212;14;4
Smile;Uncle Kracker;country;2009;141;81;54;61;202;20;3
Somethin' Stupid;Robbie Williams;dance rock;2001;106;52;65;68;170;43;3
Something;Lasgo;belgian dance;2001;140;98;64;38;221;3;4
Sorry;Beyoncé;pop;2016;130;60;78;36;233;0;5
Started From the Bottom;Drake;canadian hip hop;2013;86;52;79;56;174;3;16
Suit & Tie (feat. Jay-Z);Justin Timberlake;dance pop;2013;102;60;80;36;326;10;22
Take a Walk;Passion Pit;indie rock;2012;101;76;57;45;264;3;4
Teach Me How to Dougie;Cali Swag District;pop rap;2011;85;44;85;51;237;20;14
The Ketchup Song (Aserejé) - Spanglish Version;Las Ketchup;pop;2002;185;92;61;87;214;2;9
The Sound;The 1975;modern alternative rock;2016;121;94;65;57;249;9;8
The Way;Ariana Grande;pop;2013;82;88;65;86;227;29;11
Thrift Shop (feat. Wanz);Macklemore & Ryan Lewis;pop rap;2012;95;53;78;66;236;6;29
Tiimmy Turner;Desiigner;pop rap;2016;123;73;60;30;240;17;4
Toothbrush;DNCE;dance pop;2015;105;79;56;83;232;12;13
Underneath Your Clothes;Shakira;colombian pop;2001;166;60;62;36;224;69;4
Weak;Larissa Lambert;chill r&b;2021;128;45;62;49;159;63;6
What's My Name?;Rihanna;barbadian pop;2010;100;79;69;58;263;23;7
When We Stand Together;Nickelback;alternative metal;2011;188;90;45;88;191;0;5
Where the Party At (feat. Nelly);Jagged Edge;atl hip hop;2001;129;66;60;86;233;31;23
You Don't Know Me (feat. RAYE);Jax Jones;dance pop;2019;124;67;88;67;213;16;14
Young Forever;JAY-Z;east coast hip hop;2009;140;69;64;10;254;42;7
Akhir Tak Bahagia;Misellia;indonesian pop;2021;132;22;54;31;186;92;3
America;Razorlight;britpop;2006;91;57;45;15;250;30;3
As I Am (feat. Khalid);Justin Bieber;canadian pop;2021;100;54;60;11;174;13;4
Beautiful;Akon;dance pop;2008;130;95;74;63;313;12;9
Berzerk;Eminem;detroit hip hop;2013;95;87;74;68;239;2;33
BIG BANK (feat. 2 Chainz & Big Sean & Nicki Minaj);YG;cali rap;2018;204;35;75;11;237;1;33
Blurry;Puddle Of Mudd;alternative metal;2001;157;94;43;50;304;1;6
Breakaway;Kelly Clarkson;dance pop;2004;160;72;27;39;237;4;3
Breakeven;The Script;celtic rock;2008;94;69;63;49;261;14;2
C.H.R.I.S.Y.E.;Diskoria;indonesian city pop;2021;118;71;64;44;311;16;3
Can't Help but Wait;Trey Songz;dance pop;2007;95;70;70;61;206;36;7
Capsize;FRENSHIP;electropop;2016;93;71;68;36;238;4;3
Come on over Baby (All I Want Is You) - Radio Version;Christina Aguilera;dance pop;1999;119;92;83;78;203;23;11
Dirty Little Secret;The All-American Rejects;alternative metal;2005;144;96;47;46;194;0;4
Fight For This Love;Cheryl;dance pop;2009;123;74;74;73;223;1;9
Final Song;MØ;danish pop;2016;105;67;70;25;236;1;3
Fire;Kasabian;britpop;2009;117;74;53;18;252;9;3
Get Right;Jennifer Lopez;dance pop;2005;97;76;74;36;226;2;12
Golden Skans;Klaxons;alternative dance;2007;142;84;46;71;165;0;4
Heaven;DJ Sammy;eurodance;2002;138;95;57;60;234;0;5
Hero (feat. Josey Scott);Chad Kroeger;alternative rock;2003;147;84;43;30;200;0;4
Hide Away;Daya;pop;2016;95;83;88;47;191;22;9
Hideaway;Kiesza;electropop;2014;123;72;84;20;252;9;5
Hypnotized;Purple Disco Machine;deep house;2020;108;81;69;70;196;10;10
Hypnotized (feat. Akon);Plies;dirty south rap;2007;117;57;84;62;188;16;8
I Need a Girl (Pt. 1) [feat. Usher & Loon];Diddy;dance pop;2005;89;71;66;76;269;40;21
It's Been Awhile;Staind;alternative metal;2001;117;77;51;8;265;0;3
It's Goin' Down (feat. Nitti);Yung Joc;atl hip hop;2006;84;58;89;61;242;10;6
Keisha & Becky - Remix;Russ Millions;melodic drill;2019;141;47;86;64;253;25;48
late at night;Roddy Ricch;melodic rap;2021;99;40;64;11;175;34;41
Let It Rock;Kevin Rudolf;pop rap;2008;113;78;61;43;231;0;4
Lights - Single Version;Ellie Goulding;indietronica;2010;120;80;68;78;211;3;4
Little L;Jamiroquai;dance pop;2001;122;72;88;90;295;17;13
Lola's Theme - Radio Edit;The Shapeshifters;disco house;2004;124;84;75;67;207;0;5
Magic (feat. Rivers Cuomo);B.o.B;atl hip hop;2010;82;93;55;79;196;1;34
Melukis Senja;Budi Doremi;indonesian pop;2020;98;37;65;36;251;63;2
Memories (feat. Kid Cudi);David Guetta;big room;2010;130;90;55;47;211;0;23
Misery;Maroon 5;pop;2010;103;81;70;73;216;0;4
Miss Independent;Ne-Yo;dance pop;2008;172;67;67;73;232;48;14
Need to Know;Doja Cat;dance pop;2021;130;61;66;19;211;30;7
Never Let You Go;Shouse;aussietronica;2022;127;83;61;47;179;5;4
Never Let You Go - 2008 Remaster;Third Eye Blind;alternative metal;1999;114;94;73;97;237;8;4
No Letting Go;Wayne Wonder;dancehall;2003;100;82;50;32;202;5;4
Not Over You;Gavin DeGraw;neo mellow;2011;142;89;63;36;219;26;5
One;Mary J. Blige;dance pop;2005;186;87;34;27;260;8;8
Ordinary People;John Legend;neo soul;2005;67;13;47;36;281;93;8
Outnumbered;Dermot Kennedy;folk-pop;2019;157;68;61;26;246;25;16
Patience;Take That;boy band;2006;176;78;31;37;202;14;4
Post Malone (feat. RANI);Sam Feldt;edm;2019;107;64;59;65;174;8;12
Powerglide (feat. Juicy J) - From SR3MM;Rae Sremmurd;melodic rap;2018;174;83;71;58;332;2;15
Rake It Up (feat. Nicki Minaj);Yo Gotti;dirty south rap;2017;150;44;91;53;276;2;34
Release Me;Agnes;swedish electropop;2009;128;92;62;72;256;1;3
Satisfaction - Isak Original Extended;Benny Benassi;edm;2003;130;70;79;34;286;16;10
Say Hey (I Love You) (feat. Cherine Tanya Anderson);Michael Franti & Spearhead;reggae fusion;2008;93;98;74;96;236;4;9
She's So Lovely;Scouting For Girls;talent show;2007;167;86;50;62;224;6;6
Silhouettes - Original Radio Edit;Avicii;edm;2012;128;80;61;84;212;16;5
"Slow Down - 12"" Version";Bobby V.;contemporary r&b;2005;186;73;57;63;259;18;10
Solar Power;Lorde;art pop;2021;88;48;73;88;193;24;9
Somebody;Natalie La Rose;viral trap;2014;105;52;83;74;190;0;4
Stuck Like Glue;Sugarland;contemporary country;2010;84;80;70;84;248;33;6
t r a n s p a r e n t s o u l feat. Travis Barker;WILLOW;afrofuturism;2021;90;83;39;19;168;0;6
Take Me Back to London (feat. Stormzy);Ed Sheeran;pop;2019;138;76;89;61;190;22;22
Take You There;Sean Kingston;dance pop;2008;115;92;75;63;237;2;7
That's the Way It Is;Céline Dion;canadian pop;1999;93;89;63;58;241;15;4
The Man Who Can't Be Moved;The Script;celtic rock;2008;100;63;61;31;241;43;3
The Riddle;Gigi D'Agostino;eurodance;1999;127;88;74;83;285;2;4
Thotiana;Blueface;cali rap;2018;104;38;91;39;129;18;27
Till the World Ends;Britney Spears;dance pop;2011;132;71;69;45;238;2;7
Tonight (I'm Fuckin' You);Enrique Iglesias;dance pop;2010;126;89;65;32;232;3;5
Trumpets;Jason Derulo;dance pop;2013;82;70;63;64;217;56;24
Turn Me On (feat. Nicki Minaj);David Guetta;big room;2012;128;79;70;41;200;5;6
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";Donell Jones;contemporary r&b;1999;103;54;85;87;244;4;8
Warwick Avenue;Duffy;british soul;2008;170;59;49;50;226;34;4
Way down We Go;KALEO;icelandic indie;2015;82;58;59;26;220;61;5
We Made You;Eminem;detroit hip hop;2009;114;85;92;67;270;11;8
White Walls (feat. ScHoolboy Q & Hollis);Macklemore & Ryan Lewis;pop rap;2012;116;78;77;84;220;5;14
Who Let The Dogs Out;Baha Men;bahamian pop;2000;129;89;87;78;198;6;10
Wish You Were Mine - Radio Edit;Philip George;house;2014;123;83;65;41;178;1;3
X (feat. Maluma & Ozuna) - Remix;Nicky Jam;latin hip hop;2018;180;70;66;74;236;6;10
XO;Beyoncé;pop;2014;170;79;47;22;216;16;26
You Don't Know My Name;Alicia Keys;neo soul;2003;167;66;26;25;367;59;19
You Give Me Something;James Morrison;neo mellow;2006;80;69;56;58;213;22;11
Your Song - Bonus Track;Ellie Goulding;indietronica;2010;134;20;55;40;192;94;3
24K Magic;Bruno Mars;dance pop;2016;107;80;82;63;226;3;8
34+35 Remix (feat. Doja Cat & Megan Thee Stallion) - Remix;Ariana Grande;pop;2021;110;66;88;73;182;21;30
6 Foot 7 Foot;Lil Wayne;hip hop;2011;79;75;37;60;249;0;30
Ain't No Other Man;Christina Aguilera;dance pop;2006;128;74;86;51;229;0;22
All Good Things (Come To An End);Nelly Furtado;canadian latin;2006;101;65;66;39;311;25;3
Animal;Neon Trees;modern rock;2010;148;83;48;74;212;0;4
Back To Sleep;Chris Brown;r&b;2015;93;65;65;72;201;4;24
Bananza (Belly Dancer);Akon;dance pop;2005;105;70;88;69;238;3;13
Bed;J. Holiday;contemporary r&b;2007;128;61;68;72;275;17;5
Belum Siap Kehilangan;Stevan Pasaribu;indonesian pop;2020;144;56;48;20;288;66;3
Black Horse And The Cherry Tree;KT Tunstall;ectofolk;2005;105;79;75;92;172;33;6
Body Party;Ciara;dance pop;2013;134;58;58;12;234;1;6
Bootylicious;Destiny's Child;dance pop;2001;103;84;84;64;208;0;28
Bring Em Out;T.I.;atl hip hop;2004;99;89;76;59;217;3;26
Caught Up;Usher;atl hip hop;2004;110;81;82;81;225;3;6
Deja Vu (feat. Jay-Z);Beyoncé;pop;2007;105;75;64;36;240;1;34
Do It To It;Cherish;atl hip hop;2006;74;67;83;79;226;1;17
Don't Be so Shy - Filatov & Karas Remix;Imany;french indie pop;2015;120;90;77;91;191;5;6
Don't Mind;Kent Jones;miami hip hop;2016;159;77;46;69;198;2;34
Flex (Ooh Ooh Ooh);Rich Homie Quan;atl hip hop;2015;82;61;73;89;177;4;5
Fuck It (I Don't Want You Back);Eamon;r&b/soul;2004;69;65;83;57;225;21;7
Glamorous;Fergie;dance pop;2006;131;76;81;56;247;30;23
Gold Dust - Radio Edit;DJ Fresh;dancefloor dnb;2010;177;95;45;30;192;26;15
Good Girls Go Bad (feat. Leighton Meester);Cobra Starship;neon pop punk;2009;120;87;59;63;196;1;8
Good People;Jack Johnson;neo mellow;2005;176;59;72;92;209;20;3
Grind With Me;Pretty Ricky;dirty south rap;2005;137;54;70;19;238;0;5
HandClap;Fitz and The Tantrums;la indie;2016;140;84;64;72;193;1;4
Heartbeat Song;Kelly Clarkson;dance pop;2015;149;80;49;48;199;1;5
Heartbreak Warfare;John Mayer;neo mellow;2009;97;55;62;31;270;19;2
Here;Alessia Cara;canadian contemporary r&b;2016;120;82;38;33;199;8;10
I Hate This Part;The Pussycat Dolls;dance pop;2008;112;61;76;45;218;7;3
I Like It;Enrique Iglesias;dance pop;2010;129;94;65;73;231;2;9
I Will Follow You into the Dark;Death Cab for Cutie;alternative rock;2005;78;16;58;48;189;92;4
I Won't Let You Go;James Morrison;neo mellow;2011;106;61;54;16;229;23;3
Incomplete;Sisqo;contemporary r&b;1999;119;44;75;27;274;28;8
It Feels So Good;Sonique;dance;2000;135;68;63;56;241;1;3
Jai Ho! (You Are My Destiny);A.R. Rahman;filmi;2009;136;94;66;88;222;5;6
Laffy Taffy;D4L;atl hip hop;2005;77;44;89;62;224;4;43
Left Outside Alone;Anastacia;metal;2004;103;75;66;33;257;7;3
Like a Boy;Ciara;dance pop;2006;132;72;70;43;237;27;14
Like Glue;Sean Paul;dance pop;2022;98;78;76;59;233;8;32
Lisztomania;Phoenix;alternative dance;2009;98;79;64;31;242;3;4
Love Lockdown;Kanye West;chicago rap;2008;120;52;76;11;270;5;3
Luxurious;Gwen Stefani;dance pop;2004;131;73;81;67;265;15;8
Money On My Mind;Sam Smith;pop;2014;134;84;69;74;193;20;18
No Brainer;DJ Khaled;hip hop;2018;136;76;55;64;260;7;34
Old Thing Back (feat. Ja Rule and Ralph Tresvant);Matoma;pop dance;2015;97;86;81;52;322;19;11
Pound The Alarm;Nicki Minaj;hip pop;2012;125;86;73;59;206;4;6
Pretty Girl Rock;Keri Hilson;dance pop;2010;160;87;67;90;244;20;25
Put It On Me;Ja Rule;dance pop;2000;93;79;83;79;263;0;17
Russian Roulette;Rihanna;barbadian pop;2009;80;49;48;27;228;5;4
Sexy Can I;Ray J;pop rap;2008;172;69;57;93;204;30;32
Shackles (Praise You);Mary Mary;gospel;2000;100;83;78;80;198;3;16
Slow Motion;JUVENILE;bounce;2003;173;73;71;89;248;55;33
STARSTRUKK (feat. Katy Perry);3OH!3;electropowerpop;2009;140;81;61;23;203;0;6
Stay The Night - Featuring Hayley Williams Of Paramore;Zedd;complextro;2014;128;74;60;46;217;11;4
Still Fly;Big Tymers;crunk;2002;178;61;68;56;336;3;16
Superstar (feat. Matthew Santos);Lupe Fiasco;chicago rap;2007;95;82;57;47;289;21;36
Take A Picture;Filter;alternative metal;1999;99;78;54;28;364;0;3
Tears Dry On Their Own;Amy Winehouse;british soul;2006;122;87;64;45;185;49;12
The Tide Is High - Radio Mix;Atomic Kitten;candy pop;2002;104;65;78;67;206;2;3
Touch Me (Radio Edit) [feat. Cassandra];Rui Da Silva;house;2001;129;92;46;70;213;12;6
Trick Me;Kelis;dance pop;2003;107;72;97;96;206;4;15
Turn Up the Music;Chris Brown;r&b;2012;130;84;59;64;228;0;10
U Don't Have to Call;Usher;atl hip hop;2001;100;57;79;81;269;5;5
Ugly Heart;G.R.L.;girl group;2014;125;79;65;45;198;2;5
Watch Me (Whip / Nae Nae);Silentó;chicago bop;2015;140;76;82;96;185;25;12
We No Speak Americano (Edit);Yolanda Be Cool;australian dance;2020;125;81;90;75;157;7;5
What You Know;T.I.;atl hip hop;2006;73;81;55;33;274;2;3
Whole Again;Atomic Kitten;candy pop;2001;94;71;75;57;185;8;4
Wiggle (feat. Snoop Dogg);Jason Derulo;dance pop;2013;82;62;70;72;193;8;25
You Know I'm No Good;Amy Winehouse;british soul;2006;103;81;71;73;257;1;3
All For You;Janet Jackson;dance pop;2001;114;93;75;73;330;2;7
All Rise;Blue;boy band;2001;98;74;72;93;224;12;3
Angels;The xx;downtempo;2012;92;16;42;34;172;95;4
Antisocial (with Travis Scott);Ed Sheeran;pop;2019;152;82;72;91;162;13;5
Beg for You (feat. Rina Sawayama);Charli XCX;art pop;2022;128;95;79;47;168;22;6
Boasty (feat. Idris Elba);Wiley;grime;2019;103;77;89;46;177;1;7
Boyfriend;Justin Bieber;canadian pop;2012;97;55;72;33;171;4;5
Breathe Me;Sia;australian dance;2004;120;64;55;21;273;4;3
Can't Let You Go (feat. Mike Shorey & Lil' Mo);Fabolous;gangster rap;2003;192;60;65;81;224;23;46
Cool Girl;Tove Lo;metropopolis;2016;102;69;67;20;199;31;11
Dancing On My Own;Robyn;dance pop;2010;117;86;67;28;286;6;3
Desert Rose;Sting;permanent wave;1999;112;66;59;15;286;1;3
Die A Happy Man;Thomas Rhett;contemporary country;2015;166;39;60;40;227;42;3
Don't Be so Hard on Yourself;Jess Glynne;pop;2015;120;82;57;66;211;6;3
Don't Phunk With My Heart;Black Eyed Peas;dance pop;2005;131;93;69;60;240;1;6
Don't Wake Me Up;Chris Brown;r&b;2012;128;69;60;21;222;5;5
Don't Wanna Go Home;Jason Derulo;dance pop;2011;122;81;67;64;206;2;7
Fergalicious;Fergie;dance pop;2006;129;58;91;83;292;6;32
Galvanize;The Chemical Brothers;alternative dance;2005;104;71;75;37;394;1;8
German;EO;afroswing;2018;103;58;86;85;171;81;7
Get It Shawty;Lloyd;r&b;2007;128;91;82;67;210;12;24
Ghost;Ella Henderson;dance pop;2014;105;84;68;47;213;5;4
Good Grief;Bastille;metropopolis;2016;120;76;73;88;206;15;7
Hella Good;No Doubt;dance pop;2001;115;67;77;84;243;1;3
Hey Daddy (Daddy's Home);Usher;atl hip hop;2010;96;70;59;35;224;0;3
Hey Mama;Black Eyed Peas;dance pop;2003;100;88;87;94;215;11;24
Holy Grail;JAY-Z;east coast hip hop;2013;145;53;68;16;338;6;8
How Low;Ludacris;atl hip hop;2010;144;50;79;42;202;0;5
I Follow Rivers - The Magician Remix;Lykke Li;art pop;2021;122;70;79;30;280;2;4
I Luv Your Girl;The-Dream;dirty south rap;2007;90;32;72;4;268;1;3
I Predict A Riot;Kaiser Chiefs;modern rock;2005;159;98;40;41;233;2;8
I'm Outta Love - Radio Edit;Anastacia;pop;1999;119;72;76;65;245;40;6
In Your Eyes;Kylie Minogue;australian dance;2001;124;89;69;71;198;13;7
It's Gonna Be Me;*NSYNC;boy band;2000;165;87;64;88;191;5;8
Joker And The Thief;Wolfmother;alternative rock;2006;156;80;26;47;280;2;5
Let Me Hold You (feat. Omarion);Bow Wow;dance pop;2005;152;66;82;61;248;9;20
Lose My Breath;Destiny's Child;dance pop;2004;119;90;81;55;242;1;6
Lost Without U;Robin Thicke;dance pop;2006;113;35;66;82;254;23;12
Make Me Feel;Janelle Monáe;afrofuturism;2018;115;41;86;70;194;13;18
Meant to Live;Switchfoot;ccm;2003;152;90;40;56;201;1;5
Motivation;Kelly Rowland;atl hip hop;2011;141;67;74;27;231;19;4
Mundian To Bach Ke;Panjabi MC;bhangra;2003;98;85;78;91;246;30;4
My My My;Armand Van Helden;big beat;2005;128;73;65;74;182;1;25
Na Na;Trey Songz;dance pop;2015;97;48;67;24;232;33;4
Never Be Like You;Flume;australian dance;2016;120;59;54;27;235;45;5
Never Leave You (Uh Oooh Uh Oooh);Lumidee;hip pop;2003;200;66;81;78;185;4;36
Peaches & Cream;112;atl hip hop;2001;204;52;68;77;193;0;33
Rehab;Amy Winehouse;british soul;2006;72;87;43;73;214;5;7
RITMO (Bad Boys For Life);Black Eyed Peas;dance pop;2020;105;72;73;67;215;3;6
Rockin' That Shit;The-Dream;dirty south rap;2009;78;62;67;63;222;12;4
Same Love (feat. Mary Lambert);Macklemore & Ryan Lewis;pop rap;2012;85;47;69;30;319;72;17
Sexual;NEIKED;scandipop;2016;108;57;80;84;189;7;7
So Gone;Monica;contemporary r&b;2003;82;55;62;59;243;18;10
So Good;B.o.B;atl hip hop;2012;86;90;66;59;213;4;14
Sunshine (feat. Lea);Lil' Flip;crunk;2004;94;39;81;79;225;2;9
Swimming Pools (Drank) - Extended Version;Kendrick Lamar;conscious hip hop;2012;74;49;72;26;314;12;40
test drive;Ariana Grande;pop;2021;115;71;70;32;122;3;5
The Game of Love (feat. Michelle Branch) - Main / Radio Mix;Santana;blues rock;2002;120;93;59;67;254;7;5
The Only Exception;Paramore;candy pop;2009;138;56;45;21;268;14;3
The Seed (2.0);The Roots;conscious hip hop;2002;111;96;76;97;268;4;4
This Love;Maroon 5;pop;2002;95;86;71;81;206;5;4
Underneath It All;No Doubt;dance pop;2001;138;73;73;84;303;24;7
Want U Back;Cher Lloyd;dance pop;2011;98;89;70;57;214;7;8
We Be Burnin';Sean Paul;dance pop;2005;117;80;95;86;213;14;15
We'll Be Coming Back (feat. Example);Calvin Harris;dance pop;2012;128;95;60;57;234;0;9
What a Girl Wants;Christina Aguilera;dance pop;1999;142;82;75;82;216;7;11
World of Our Own;Westlife;boy band;2001;97;77;71;92;211;2;3
Air Force Ones;Nelly;dance pop;2002;164;46;78;62;304;8;32
Animals - Radio Edit;Martin Garrix;dutch edm;2013;128;91;60;4;176;0;4
Bad (feat. Rihanna) - Remix;Wale;pop rap;2013;114;70;81;45;239;31;7
Bounce (feat. Kelis) - Radio Edit;Calvin Harris;dance pop;2012;128;96;78;76;222;3;4
Broccoli (feat. Lil Yachty);DRAM;trap;2016;146;53;89;71;225;24;13
Call on Me (Ryan Riback Remix);Starley;aussietronica;2016;105;84;67;73;222;6;4
Came Here for Love;Sigala;dance pop;2017;125;87;71;72;203;3;4
Changed the Way You Kiss Me - Radio Edit;Example;hip house;2011;127;86;58;19;195;1;4
Counting Stars;OneRepublic;piano rock;2014;122;71;66;48;257;7;4
Don't Lie;Black Eyed Peas;dance pop;2005;90;79;66;60;219;16;19
Everytime We Touch - Radio Edit;Cascada;eurodance;2011;142;98;64;49;199;0;6
Girls Like (feat. Zara Larsson);Tinie Tempah;dance pop;2016;120;80;92;54;196;37;5
Gucci Gang;Lil Pump;emo rap;2017;120;52;94;70;124;24;6
GUMMO;6ix9ine;emo rap;2018;157;78;66;64;158;6;17
Hanging By A Moment;Lifehouse;neo mellow;2000;125;86;54;50;216;0;3
Happy;Ashanti;dance pop;2002;89;52;73;70;262;24;3
Hot;INNA;dance pop;2010;128;94;82;60;217;8;28
Hotel Room Service;Pitbull;dance pop;2009;126;60;85;76;239;0;23
